ID,gender,age_group,citizen,vismin,immigrant,responded,voted_2019,past_vote,plan_to_vote,likely_party,Healthcare,Education,Taxes,Climate,Jobs,Housing,Indigenous,Immigration,Racial,Seniors,Childcare,COVID19,Debt,ads,decided,ad_affect
1142,Female,65 and over,yes,Yes,Yes,yes,yes,Liberal,Yes,NDP,Slightly,Don't know,Very,Moderately,Moderately,Extremely,Slightly,Extremely,Extremely,Extremely,Moderately,Very,Extremely,Online,Decided,not at all
1147,Male,35-44,yes,No,Yes,yes,yes,Liberal,Yes,NDP,Extremely,Extremely,Don't know,Slightly,Slightly,Slightly,Not,Slightly,Not,Slightly,Moderately,Moderately,Moderately,Online,Decided,not at all
1156,Male,18-24,yes,No,No,yes,yes,Green,Yes,Liberal,Slightly,Moderately,Don't know,Slightly,Very,Very,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Slightly,Online,Decided,not at all
1158,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,NDP,Not,Slightly,Moderately,Moderately,Moderately,Very,Very,Not,Moderately,Very,Not,Very,Slightly,Online,Decided,not at all
1161,Male,35-44,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Not,Moderately,Slightly,Not,Extremely,Moderately,Not,Don't know,Not,Not,Extremely,Moderately,Moderately,None,Decided,not at all
1163,Male,18-24,yes,Yes,No,yes,no,Did not vote,Yes,Liberal,Slightly,Moderately,Slightly,Extremely,Not,Moderately,Don't know,Extremely,Not,Moderately,Moderately,Slightly,Slightly,Online,Decided,not at all
1168,Female,18-24,yes,No,No,yes,yes,Liberal,Yes,NDP,Slightly,Moderately,Extremely,Moderately,Moderately,Slightly,Not,Moderately,Don't know,Not,Extremely,Slightly,Moderately,Online,Decided,not at all
1170,Female,55-64,yes,No,No,yes,yes,NDP,Yes,NDP,Not,Moderately,Slightly,Don't know,Extremely,Very,Not,Not,Not,Moderately,Moderately,Moderately,Moderately,None,Decided,not at all
1173,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,NDP,Not,Moderately,Extremely,Slightly,Not,Extremely,Not,Slightly,Slightly,Slightly,Extremely,Moderately,Moderately,TV,Decided,not at all
1174,Male,18-24,yes,No,Yes,yes,yes,Liberal,Yes,Undecided,Very,Moderately,Slightly,Moderately,Moderately,Don't know,Not,Very,Extremely,Not,Don't know,Moderately,Moderately,Online,Undecided,not at all
1175,Male,25-34,yes,No,No,yes,yes,Green,Yes,Liberal,Not,Very,Moderately,Very,Moderately,Moderately,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Mail,Decided,not at all
1179,Female,55-64,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Extremely,Moderately,Slightly,Very,Extremely,Slightly,Not,Slightly,Slightly,Extremely,Moderately,Very,Slightly,TV,Decided,not at all
1188,Male,18-24,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Slightly,Slightly,Extremely,Moderately,Moderately,Extremely,Very,Slightly,Not,Moderately,Not,Moderately,Moderately,Mail,Decided,a little
1192,Male,45-54,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Moderately,Moderately,Don't know,Moderately,Moderately,Extremely,Not,Not,Slightly,Not,Slightly,Moderately,Don't know,Online,Decided,not at all
1197,Male,18-24,yes,Yes,Yes,yes,yes,NDP,Yes,Conservative,Slightly,Not,Don't know,Very,Moderately,Not,Moderately,Moderately,Very,Not,Not,Moderately,Extremely,Print,Decided,not at all
1198,Female,25-34,yes,Yes,No,yes,yes,Other/Prefer not to answer,Yes,NDP,Not,Not,Moderately,Not,Moderately,Very,Moderately,Slightly,Moderately,Not,Not,Extremely,Very,Online,Decided,not at all
1199,Female,55-64,yes,No,No,yes,yes,Green,Don't know,NDP,Not,Don't know,Moderately,Moderately,Very,Very,Extremely,Not,Not,Moderately,Not,Moderately,Moderately,Online,Decided,not at all
1200,Female,45-54,yes,Yes,Yes,yes,yes,Conservative,Yes,Undecided,Extremely,Not,Moderately,Moderately,Moderately,Moderately,Don't know,Moderately,Slightly,Not,Not,Moderately,Slightly,Print,Undecided,a little
1204,Male,65 and over,yes,No,Yes,yes,yes,Other/Prefer not to answer,Yes,Liberal,Not,Not,Don't know,Moderately,Moderately,Moderately,Don't know,Moderately,Extremely,Not,Extremely,Moderately,Slightly,Online,Decided,not at all
1205,Male,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Very,Moderately,Very,Moderately,Moderately,Not,Moderately,Moderately,Moderately,Not,Slightly,Extremely,Very,Online,Decided,not at all
1206,Male,35-44,yes,No,No,yes,yes,NDP,Yes,Liberal,Moderately,Slightly,Moderately,Very,Moderately,Slightly,Not,Slightly,Not,Not,Moderately,Moderately,Moderately,Online,Decided,not at all
1211,Male,18-24,yes,No,No,yes,yes,NDP,Yes,Green,Very,Moderately,Slightly,Moderately,Moderately,Moderately,Slightly,Moderately,Not,Slightly,Moderately,Very,Moderately,Signs/Billboards,Decided,not at all
1217,Male,18-24,yes,No,Yes,yes,yes,NDP,Yes,Conservative,Slightly,Moderately,Very,Moderately,Very,Moderately,Slightly,Moderately,Very,Moderately,Not,Moderately,Slightly,TV,Decided,not at all
1219,Male,25-34,yes,Yes,No,yes,yes,NDP,Yes,Conservative,Not,Slightly,Don't know,Not,Moderately,Extremely,Very,Slightly,Not,Don't know,Don't know,Extremely,Extremely,Online,Decided,not at all
1223,Male,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Don't know,Moderately,Extremely,Very,Slightly,Not,Not,Very,Moderately,Extremely,Slightly,None,Decided,a little
1225,Female,55-64,yes,Yes,Yes,yes,yes,NDP,Yes,NDP,Slightly,Moderately,Very,Very,Moderately,Moderately,Slightly,Slightly,Not,Slightly,Not,Moderately,Extremely,None,Decided,not at all
1230,Male,45-54,yes,No,No,yes,yes,Other/Prefer not to answer,Yes,Liberal,Not,Not,Very,Moderately,Moderately,Very,Slightly,Not,Moderately,Not,Slightly,Very,Slightly,Mail,Decided,not at all
1236,Male,35-44,yes,Yes,No,yes,yes,Green,Yes,Liberal,Slightly,Slightly,Extremely,Moderately,Moderately,Slightly,Not,Not,Slightly,Not,Moderately,Extremely,Moderately,Online,Decided,not at all
1238,Female,45-54,yes,Yes,Yes,yes,yes,Liberal,Yes,Green,Not,Not,Very,Slightly,Moderately,Moderately,Moderately,Not,Slightly,Moderately,Slightly,Moderately,Extremely,Online,Decided,not at all
1240,Female,65 and over,yes,No,No,yes,yes,Liberal,Yes,Conservative,Slightly,Moderately,Very,Moderately,Moderately,Extremely,Not,Moderately,Very,Not,Moderately,Extremely,Very,TV,Decided,not at all
1243,Male,55-64,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Not,Slightly,Don't know,Extremely,Moderately,Very,Slightly,Slightly,Not,Not,Moderately,Extremely,Don't know,TV,Decided,not at all
1246,Female,35-44,yes,No,No,yes,yes,NDP,Yes,NDP,Slightly,Slightly,Extremely,Very,Moderately,Moderately,Not,Moderately,Moderately,Moderately,Slightly,Very,Extremely,TV,Decided,not at all
1248,Male,25-34,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Extremely,Don't know,Don't know,Very,Moderately,Slightly,Moderately,Moderately,Very,Slightly,Moderately,Extremely,Moderately,TV,Decided,not at all
1249,Female,18-24,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Moderately,Don't know,Slightly,Slightly,Moderately,Not,Slightly,Not,Not,Not,Very,Very,Online,Decided,somewhat
1250,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Undecided,Moderately,Not,Moderately,Moderately,Very,Very,Moderately,Very,Not,Moderately,Moderately,Extremely,Very,Online,Undecided,not at all
1257,Male,65 and over,yes,No,No,yes,yes,Liberal,Yes,NDP,Not,Very,Slightly,Very,Slightly,Moderately,Not,Moderately,Slightly,Not,Slightly,Moderately,Moderately,Online,Decided,not at all
1261,Female,55-64,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Very,Very,Moderately,Slightly,Not,Moderately,Moderately,Moderately,Slightly,Moderately,Don't know,Moderately,Slightly,Signs/Billboards,Decided,not at all
1262,Female,18-24,yes,No,No,yes,yes,Liberal,Yes,NDP,Not,Don't know,Moderately,Not,Extremely,Very,Not,Slightly,Not,Moderately,Slightly,Moderately,Moderately,TV,Decided,not at all
1264,Female,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Slightly,Slightly,Slightly,Moderately,Not,Moderately,Moderately,Not,Moderately,Not,Extremely,Moderately,Mail,Decided,not at all
1265,Male,55-64,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Slightly,Moderately,Extremely,Moderately,Moderately,Not,Moderately,Slightly,Slightly,Moderately,Moderately,Moderately,Online,Decided,not at all
1266,Male,25-34,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Not,Moderately,Don't know,Extremely,Slightly,Don't know,Not,Moderately,Not,Moderately,Not,Slightly,Extremely,Signs/Billboards,Decided,not at all
1268,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Conservative,Not,Moderately,Slightly,Slightly,Moderately,Slightly,Very,Very,Not,Slightly,Moderately,Extremely,Not,Online,Decided,not at all
1270,Female,45-54,yes,No,Yes,yes,yes,Green,Yes,Green,Slightly,Slightly,Moderately,Very,Moderately,Moderately,Moderately,Slightly,Don't know,Not,Moderately,Moderately,Moderately,Signs/Billboards,Decided,not at all
1274,Male,55-64,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Slightly,Moderately,Moderately,Very,Very,Not,Don't know,Not,Moderately,Moderately,Moderately,Radio,Decided,not at all
1275,Male,45-54,yes,No,No,yes,yes,Liberal,Yes,NDP,Moderately,Not,Extremely,Very,Moderately,Extremely,Moderately,Don't know,Moderately,Not,Moderately,Very,Slightly,Online,Decided,not at all
1277,Female,25-34,yes,No,No,yes,yes,Conservative,Yes,NDP,Very,Moderately,Not,Not,Moderately,Slightly,Not,Don't know,Extremely,Extremely,Moderately,Slightly,Extremely,Online,Decided,a little
1280,Female,55-64,yes,No,No,yes,yes,Other/Prefer not to answer,Yes,NDP,Extremely,Extremely,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Moderately,Not,Moderately,Very,Online,Decided,not at all
1289,Female,35-44,yes,Yes,Yes,yes,no,Did not vote,No,Don't plan to vote,Slightly,Not,Extremely,Extremely,Moderately,Very,Extremely,Not,Moderately,Slightly,Not,Slightly,Slightly,Online,Decided,not at all
1298,Female,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Slightly,Moderately,Don't know,Moderately,Moderately,Not,Not,Not,Slightly,Moderately,Extremely,Extremely,TV,Decided,not at all
1304,Female,55-64,yes,No,Yes,yes,no,Did not vote,Yes,Liberal,Not,Moderately,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Not,Extremely,Slightly,TV,Decided,not at all
1307,Male,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Slightly,Moderately,Not,Moderately,Very,Extremely,Moderately,Slightly,Not,Not,Extremely,Moderately,None,Decided,not at all
1308,Female,45-54,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Not,Not,Slightly,Extremely,Print,Decided,not at all
1313,Female,65 and over,yes,Yes,No,yes,yes,NDP,Yes,Liberal,Slightly,Not,Slightly,Not,Moderately,Moderately,Not,Not,Extremely,Slightly,Not,Moderately,Moderately,Online,Decided,not at all
1316,Female,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Undecided,Not,Moderately,Slightly,Moderately,Moderately,Very,Moderately,Very,Very,Moderately,Not,Moderately,Extremely,Online,Undecided,not at all
1320,Female,35-44,yes,No,Yes,yes,yes,NDP,Yes,Undecided,Don't know,Not,Don't know,Moderately,Moderately,Extremely,Very,Don't know,Slightly,Moderately,Not,Extremely,Moderately,Online,Undecided,not at all
1321,Male,55-64,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Slightly,Very,Very,Moderately,Don't know,Slightly,Not,Very,Not,Slightly,Moderately,Not,Mail,Decided,not at all
1323,Male,65 and over,yes,Yes,Yes,yes,yes,Conservative,Yes,NDP,Slightly,Not,Don't know,Moderately,Moderately,Moderately,Extremely,Moderately,Not,Slightly,Extremely,Extremely,Moderately,TV,Decided,not at all
1326,Female,35-44,yes,Yes,No,yes,yes,Green,Yes,Conservative,Not,Not,Extremely,Moderately,Extremely,Very,Slightly,Moderately,Very,Moderately,Not,Very,Moderately,TV,Decided,not at all
1327,Male,55-64,yes,No,No,yes,yes,Liberal,Yes,NDP,Moderately,Slightly,Extremely,Extremely,Not,Don't know,Moderately,Slightly,Moderately,Not,Slightly,Moderately,Moderately,None,Decided,not at all
1328,Male,65 and over,yes,Yes,No,yes,yes,Conservative,Yes,NDP,Slightly,Slightly,Moderately,Extremely,Moderately,Very,Moderately,Don't know,Slightly,Moderately,Very,Very,Slightly,None,Decided,not at all
1331,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Conservative,Very,Moderately,Don't know,Moderately,Moderately,Very,Moderately,Slightly,Not,Don't know,Not,Moderately,Moderately,None,Decided,not at all
1336,Male,55-64,yes,No,No,yes,yes,NDP,Yes,Green,Extremely,Moderately,Moderately,Slightly,Not,Moderately,Not,Extremely,Extremely,Not,Slightly,Moderately,Moderately,None,Decided,not at all
1340,Male,55-64,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Moderately,Very,Moderately,Moderately,Moderately,Not,Very,Not,Slightly,Very,Moderately,Signs/Billboards,Decided,not at all
1341,Male,18-24,yes,Yes,No,yes,yes,Conservative,Yes,Conservative,Moderately,Not,Moderately,Very,Moderately,Slightly,Don't know,Not,Not,Not,Not,Extremely,Extremely,TV,Decided,not at all
1348,Male,18-24,yes,No,No,yes,yes,Green,Yes,Liberal,Not,Moderately,Very,Slightly,Moderately,Not,Moderately,Not,Moderately,Moderately,Slightly,Moderately,Moderately,Signs/Billboards,Decided,not at all
1350,Female,55-64,yes,No,No,yes,yes,Liberal,Yes,Liberal,Extremely,Not,Moderately,Not,Moderately,Very,Don't know,Not,Not,Not,Not,Extremely,Moderately,TV,Decided,not at all
1351,Male,55-64,yes,No,No,yes,yes,Green,Yes,Liberal,Moderately,Not,Extremely,Slightly,Slightly,Not,Moderately,Not,Slightly,Extremely,Don't know,Very,Moderately,Print,Decided,not at all
1352,Female,25-34,yes,No,No,yes,yes,Green,Yes,Liberal,Slightly,Not,Moderately,Extremely,Moderately,Moderately,Moderately,Not,Moderately,Moderately,Slightly,Moderately,Moderately,TV,Decided,not at all
1354,Female,35-44,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Not,Moderately,Extremely,Moderately,Slightly,Slightly,Don't know,Slightly,Moderately,Moderately,Slightly,Very,Moderately,Mail,Decided,somewhat
1356,Male,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Conservative,Not,Slightly,Don't know,Moderately,Moderately,Moderately,Moderately,Moderately,Extremely,Moderately,Slightly,Very,Extremely,Online,Decided,not at all
1359,Male,45-54,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Moderately,Slightly,Extremely,Moderately,Moderately,Very,Moderately,Not,Moderately,Not,Don't know,Extremely,Very,TV,Decided,not at all
1366,Female,55-64,yes,No,Yes,yes,yes,Other/Prefer not to answer,Yes,Conservative,Not,Not,Slightly,Extremely,Moderately,Not,Moderately,Not,Moderately,Not,Not,Don't know,Very,Online,Decided,not at all
1370,Female,18-24,yes,Yes,No,yes,no,Did not vote,No,Don't plan to vote,Not,Moderately,Slightly,Moderately,Moderately,Very,Moderately,Not,Not,Not,Not,Moderately,Moderately,Online,Decided,not at all
1372,Male,65 and over,yes,No,No,yes,yes,Liberal,Yes,Conservative,Not,Extremely,Moderately,Not,Moderately,Extremely,Not,Not,Moderately,Not,Not,Moderately,Moderately,Online,Decided,not at all
1373,Male,65 and over,yes,No,No,yes,no,Did not vote,Yes,NDP,Extremely,Slightly,Extremely,Extremely,Moderately,Moderately,Not,Moderately,Moderately,Don't know,Moderately,Very,Very,Online,Decided,somewhat
1378,Male,25-34,yes,Yes,Yes,yes,yes,Conservative,Yes,Liberal,Moderately,Slightly,Not,Moderately,Moderately,Extremely,Not,Not,Not,Very,Not,Don't know,Very,Online,Decided,not at all
1380,Female,25-34,yes,No,Yes,yes,no,Did not vote,Yes,NDP,Moderately,Slightly,Moderately,Not,Not,Moderately,Moderately,Not,Moderately,Very,Not,Extremely,Moderately,None,Decided,not at all
1383,Female,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Slightly,Moderately,Moderately,Slightly,Not,Not,Moderately,Slightly,Slightly,Extremely,Moderately,Print,Decided,not at all
1385,Female,25-34,yes,No,Yes,yes,yes,Conservative,Yes,Undecided,Not,Moderately,Moderately,Very,Moderately,Extremely,Not,Not,Slightly,Slightly,Moderately,Extremely,Slightly,Signs/Billboards,Undecided,not at all
1390,Male,25-34,yes,No,No,yes,yes,Conservative,Yes,Liberal,Not,Moderately,Moderately,Very,Moderately,Very,Not,Very,Not,Slightly,Not,Moderately,Very,Mail,Decided,not at all
1391,Female,25-34,yes,Yes,No,yes,yes,Conservative,Yes,Conservative,Very,Extremely,Slightly,Moderately,Moderately,Moderately,Not,Very,Not,Extremely,Not,Moderately,Moderately,TV,Decided,not at all
1396,Male,18-24,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Not,Slightly,Extremely,Moderately,Moderately,Moderately,Slightly,Not,Slightly,Not,Very,Moderately,Moderately,Signs/Billboards,Decided,not at all
1399,Female,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Extremely,Moderately,Moderately,Slightly,Moderately,Don't know,Moderately,Not,Not,Very,Slightly,Very,Slightly,Online,Decided,not at all
1401,Female,18-24,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Extremely,Extremely,Moderately,Moderately,Moderately,Not,Not,Not,Moderately,Not,Extremely,Moderately,Online,Decided,not at all
1404,Male,25-34,yes,Yes,No,yes,yes,NDP,Yes,Conservative,Very,Don't know,Extremely,Slightly,Moderately,Moderately,Don't know,Not,Moderately,Moderately,Not,Very,Don't know,TV,Decided,not at all
1416,Male,45-54,yes,No,No,yes,yes,NDP,Yes,NDP,Don't know,Moderately,Slightly,Moderately,Moderately,Don't know,Not,Moderately,Not,Slightly,Not,Moderately,Moderately,Online,Decided,not at all
1418,Male,55-64,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Slightly,Don't know,Extremely,Very,Moderately,Moderately,Not,Moderately,Slightly,Don't know,Very,Extremely,Extremely,Online,Decided,not at all
1420,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Extremely,Slightly,Moderately,Slightly,Slightly,Slightly,Not,Slightly,Not,Don't know,Slightly,Not,Slightly,Online,Decided,not at all
1421,Male,25-34,yes,No,No,yes,yes,Conservative,Yes,Conservative,Slightly,Extremely,Don't know,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Don't know,Not,Extremely,Very,TV,Decided,not at all
1422,Male,25-34,yes,No,No,yes,no,Did not vote,Yes,NDP,Slightly,Moderately,Moderately,Moderately,Moderately,Slightly,Not,Moderately,Not,Not,Moderately,Don't know,Moderately,TV,Decided,not at all
1424,Female,55-64,yes,No,No,yes,yes,Liberal,Yes,NDP,Slightly,Moderately,Moderately,Moderately,Moderately,Extremely,Extremely,Moderately,Moderately,Extremely,Moderately,Extremely,Don't know,Online,Decided,not at all
1425,Female,35-44,yes,Prefer not to say,No,yes,yes,Liberal,Yes,Conservative,Not,Moderately,Moderately,Not,Moderately,Moderately,Moderately,Not,Moderately,Don't know,Don't know,Extremely,Moderately,Mail,Decided,not at all
1429,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Conservative,Not,Don't know,Slightly,Very,Very,Slightly,Moderately,Moderately,Moderately,Very,Not,Moderately,Slightly,Online,Decided,not at all
1430,Male,25-34,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Don't know,Moderately,Moderately,Extremely,Moderately,Extremely,Not,Don't know,Slightly,Moderately,Moderately,Signs/Billboards,Decided,not at all
1437,Male,18-24,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Not,Not,Don't know,Moderately,Moderately,Slightly,Slightly,Not,Not,Not,Slightly,Very,Extremely,Mail,Decided,not at all
1439,Male,65 and over,yes,No,No,yes,yes,Liberal,Yes,Liberal,Very,Moderately,Very,Very,Moderately,Very,Very,Not,Not,Moderately,Not,Moderately,Moderately,TV,Decided,not at all
1445,Male,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Extremely,Extremely,Extremely,Moderately,Not,Moderately,Not,Moderately,Moderately,Moderately,Moderately,Online,Decided,not at all
1449,Male,55-64,yes,No,Yes,yes,no,Did not vote,Yes,Undecided,Not,Not,Slightly,Moderately,Extremely,Not,Moderately,Not,Slightly,Very,Not,Moderately,Extremely,Mail,Undecided,not at all
1454,Male,45-54,yes,No,No,yes,yes,Liberal,Yes,Liberal,Extremely,Not,Slightly,Moderately,Moderately,Not,Extremely,Moderately,Slightly,Moderately,Slightly,Extremely,Moderately,Signs/Billboards,Decided,not at all
1455,Male,25-34,yes,No,No,yes,yes,Green,Yes,NDP,Not,Extremely,Don't know,Not,Very,Moderately,Not,Slightly,Slightly,Don't know,Slightly,Extremely,Not,Signs/Billboards,Decided,somewhat
1458,Female,65 and over,yes,Yes,Yes,yes,no,Did not vote,Yes,Liberal,Slightly,Moderately,Very,Extremely,Moderately,Moderately,Not,Slightly,Slightly,Slightly,Not,Not,Slightly,Signs/Billboards,Decided,not at all
1464,Female,18-24,yes,No,Yes,yes,yes,Green,Yes,Conservative,Not,Not,Moderately,Slightly,Extremely,Not,Moderately,Not,Very,Moderately,Slightly,Moderately,Extremely,Online,Decided,not at all
1466,Female,35-44,yes,No,No,yes,no,Did not vote,Yes,Conservative,Not,Don't know,Not,Very,Moderately,Very,Slightly,Moderately,Slightly,Not,Moderately,Extremely,Extremely,Online,Decided,not at all
1468,Male,65 and over,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Moderately,Don't know,Very,Slightly,Slightly,Not,Not,Not,Very,Slightly,Slightly,Extremely,TV,Decided,somewhat
1470,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Moderately,Not,Moderately,Moderately,Moderately,Very,Not,Not,Moderately,Extremely,Not,Moderately,Very,None,Decided,not at all
1471,Male,25-34,yes,Yes,Yes,yes,yes,NDP,Yes,Conservative,Slightly,Don't know,Moderately,Moderately,Extremely,Moderately,Not,Moderately,Slightly,Not,Slightly,Not,Moderately,None,Decided,not at all
1477,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Undecided,Moderately,Slightly,Not,Slightly,Moderately,Extremely,Not,Not,Moderately,Moderately,Not,Moderately,Very,Online,Undecided,not at all
1483,Male,18-24,yes,No,Yes,yes,yes,Liberal,Yes,Conservative,Not,Moderately,Slightly,Slightly,Moderately,Slightly,Not,Moderately,Not,Extremely,Moderately,Moderately,Moderately,TV,Decided,not at all
1484,Female,55-64,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Extremely,Very,Moderately,Moderately,Not,Not,Moderately,Moderately,Not,Extremely,Moderately,Online,Decided,not at all
1485,Female,35-44,yes,Yes,No,yes,yes,NDP,Yes,Liberal,Not,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Very,Not,Moderately,Moderately,TV,Decided,not at all
1487,Male,55-64,yes,No,Yes,yes,yes,Conservative,Yes,Liberal,Not,Not,Slightly,Very,Moderately,Don't know,Not,Moderately,Not,Moderately,Not,Moderately,Very,Online,Decided,not at all
1488,Female,18-24,yes,Yes,No,yes,yes,NDP,Yes,Green,Very,Slightly,Slightly,Moderately,Moderately,Moderately,Slightly,Slightly,Moderately,Slightly,Extremely,Very,Very,Online,Decided,not at all
1494,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,Liberal,Very,Extremely,Moderately,Moderately,Moderately,Not,Moderately,Slightly,Slightly,Not,Not,Very,Slightly,TV,Decided,not at all
1497,Female,45-54,yes,Yes,Yes,yes,yes,Green,Yes,NDP,Moderately,Not,Moderately,Very,Moderately,Moderately,Moderately,Not,Slightly,Moderately,Not,Moderately,Moderately,Online,Decided,not at all
1499,Male,25-34,yes,Yes,Yes,yes,yes,NDP,Yes,NDP,Not,Moderately,Slightly,Slightly,Moderately,Slightly,Moderately,Not,Moderately,Not,Moderately,Moderately,Moderately,Mail,Decided,not at all
1508,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Extremely,Very,Very,Moderately,Not,Slightly,Slightly,Not,Slightly,Extremely,Moderately,None,Decided,not at all
1510,Male,55-64,yes,Yes,Yes,yes,yes,Green,Yes,NDP,Very,Not,Moderately,Moderately,Moderately,Very,Not,Not,Moderately,Moderately,Not,Moderately,Slightly,Online,Decided,not at all
1512,Male,55-64,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Don't know,Moderately,Extremely,Not,Moderately,Not,Not,Moderately,Don't know,Moderately,Very,Online,Decided,not at all
1515,Male,45-54,yes,Yes,No,yes,yes,NDP,Don't know,Liberal,Slightly,Don't know,Moderately,Very,Moderately,Moderately,Not,Slightly,Moderately,Not,Slightly,Very,Extremely,Online,Decided,a little
1517,Female,25-34,yes,No,No,yes,yes,Green,Yes,NDP,Very,Extremely,Slightly,Moderately,Slightly,Don't know,Moderately,Moderately,Not,Extremely,Not,Moderately,Moderately,TV,Decided,not at all
1519,Female,18-24,yes,No,No,yes,yes,Green,Yes,NDP,Extremely,Not,Moderately,Moderately,Very,Slightly,Don't know,Moderately,Moderately,Slightly,Moderately,Moderately,Moderately,TV,Decided,not at all
1523,Female,18-24,yes,No,No,yes,yes,Conservative,Yes,Liberal,Slightly,Slightly,Moderately,Moderately,Not,Very,Moderately,Moderately,Not,Not,Extremely,Moderately,Slightly,Online,Decided,not at all
1525,Male,25-34,yes,No,Yes,yes,yes,Conservative,Yes,Liberal,Slightly,Slightly,Slightly,Very,Moderately,Moderately,Slightly,Very,Not,Slightly,Moderately,Extremely,Extremely,Online,Decided,not at all
1533,Female,55-64,yes,Yes,Yes,yes,yes,Conservative,Yes,Liberal,Slightly,Moderately,Very,Moderately,Moderately,Moderately,Moderately,Not,Moderately,Not,Moderately,Moderately,Moderately,Online,Decided,a little
1535,Male,18-24,yes,No,Yes,yes,yes,Green,Yes,Green,Slightly,Moderately,Slightly,Very,Not,Slightly,Not,Not,Moderately,Not,Slightly,Moderately,Slightly,TV,Decided,not at all
1539,Male,18-24,yes,No,Yes,yes,yes,Liberal,Yes,NDP,Moderately,Don't know,Don't know,Very,Extremely,Slightly,Slightly,Slightly,Slightly,Moderately,Moderately,Moderately,Slightly,Online,Decided,not at all
1543,Male,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Conservative,Not,Not,Not,Slightly,Slightly,Moderately,Not,Not,Moderately,Moderately,Not,Moderately,Very,Online,Decided,a little
1544,Female,45-54,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Very,Slightly,Extremely,Moderately,Moderately,Very,Slightly,Moderately,Not,Moderately,Not,Moderately,Very,TV,Decided,not at all
1546,Female,55-64,yes,No,No,yes,yes,Green,Yes,NDP,Not,Not,Moderately,Not,Slightly,Don't know,Moderately,Extremely,Very,Extremely,Not,Moderately,Extremely,None,Decided,not at all
1549,Female,45-54,yes,No,No,yes,yes,Conservative,Yes,NDP,Moderately,Not,Slightly,Moderately,Very,Not,Not,Not,Moderately,Not,Not,Moderately,Slightly,Online,Decided,not at all
